table_name,column_name,data_type_left,__key,data_type_right,db2_type_raw,pg_type_raw,db2_type_norm,pg_type_norm,notes
tarea_agrupacion_presencia,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_agrupacion_presencia||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_venta,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_agrupacion_venta||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_venta,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_agrupacion_venta||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_empresa,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_empresa||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_empresa,id_tarea_ambito_global_empresa,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_ambito_global_empresa||id_tarea_ambito_global_empresa,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_ambito_global_empresa,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_empresa||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_fecha,id_tarea_ambito_global_fecha,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_ambito_global_fecha||id_tarea_ambito_global_fecha,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_ambito_global_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_desplazamiento,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_desplazamiento||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_desplazamiento,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_desplazamiento||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_desplazamiento,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_desplazamiento||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_desplazamiento,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_desplazamiento||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia_manual,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia_manual||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia_manual,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia_manual||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia_manual,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia_manual||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_localizacion_persona_presencia_manual,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_ambito_global_localizacion_persona_presencia_manual||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_global_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_global_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_global_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_ambito_global_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_ambito_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_ambito_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_ambito_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_ambito_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_ambito_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_calculo||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,id_tipo_calculo,VARGRAPHIC(12 codeunits16),tarea_calculo||id_tipo_calculo,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,id_tipo_comision,VARGRAPHIC(12 codeunits16),tarea_calculo||id_tipo_comision,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_calculo||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,std_id_work_locat_pago,VARGRAPHIC(24 codeunits16),tarea_calculo||std_id_work_locat_pago,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_calculo||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_ajuste,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_calculo_ajuste||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_ajuste,id_tarea_calculo_ajuste,BIGINT generated always as identity (start with 1 minvalue 0),tarea_calculo_ajuste||id_tarea_calculo_ajuste,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue 0),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue 0),bigint generated always as identity(start with 1),
tarea_calculo_ajuste,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_calculo_ajuste||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_ajuste_comision,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_calculo_ajuste_comision||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_ajuste_comision,id_tarea_calculo_ajuste_comision,BIGINT generated always as identity (start with 1 minvalue 0),tarea_calculo_ajuste_comision||id_tarea_calculo_ajuste_comision,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue 0),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue 0),bigint generated always as identity(start with 1),
tarea_calculo_ajuste_comision,id_tipo_comision,VARGRAPHIC(12 codeunits16),tarea_calculo_ajuste_comision||id_tipo_comision,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_ajuste_comision,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_calculo_ajuste_comision||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_calculo_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_calculo_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_calculo_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_calculo_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_configuracion,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_configuracion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_configuracion_challenge_dias_minimos,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_configuracion_challenge_dias_minimos||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_configuracion_challenge_dias_minimos,icm_id_tp_calculo,VARGRAPHIC(24 codeunits16),tarea_configuracion_challenge_dias_minimos||icm_id_tp_calculo,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_configuracion_precio_hora,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_configuracion_precio_hora||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_abierta,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_abierta||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_abierta,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_abierta||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_calcular,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_calcular||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_calcular,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_calcular||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_comision_historico,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_comision_historico||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_comision_historico,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_comision_historico||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_estado,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_estado||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_estado,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_estado||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_estado,icm_id_estado,VARGRAPHIC(12 codeunits16),tarea_localizacion_estado||icm_id_estado,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_estado,id_tarea_localizacion_estado,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_localizacion_estado||id_tarea_localizacion_estado,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_localizacion_estado,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_estado||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_estado,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_estado||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
